12/22/2022 09:16:09 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:09 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.8.layernorm_before.bias                      torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.8.layernorm_after.weight                     torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.8.layernorm_after.bias                       torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.query.weight           torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.query.bias             torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.key.weight             torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.key.bias               torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.value.weight           torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.attention.value.bias             torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.output.dense.weight              torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.attention.output.dense.bias                torch.Size([768])              768                            0                             
12/22/2022 09:16:09 AM encoder.vit.encoder.layer.9.intermediate.dense.weight                  torch.Size([3072, 768])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.intermediate.dense.bias                    torch.Size([3072])             3072                           0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.output.dense.weight                        torch.Size([768, 3072])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.output.dense.bias                          torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.layernorm_before.weight                    torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.layernorm_before.bias                      torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.layernorm_after.weight                     torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.9.layernorm_after.bias                       torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.query.weight          torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.query.bias            torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.key.weight            torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.key.bias              torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.value.weight          torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.attention.value.bias            torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.output.dense.weight             torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.attention.output.dense.bias               torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.intermediate.dense.weight                 torch.Size([3072, 768])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.intermediate.dense.bias                   torch.Size([3072])             3072                           0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.output.dense.weight                       torch.Size([768, 3072])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.output.dense.bias                         torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.layernorm_before.weight                   torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.layernorm_before.bias                     torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.layernorm_after.weight                    torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.10.layernorm_after.bias                      torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.query.weight          torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.query.bias            torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.key.weight            torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.key.bias              torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.value.weight          torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.attention.value.bias            torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.output.dense.weight             torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.attention.output.dense.bias               torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.intermediate.dense.weight                 torch.Size([3072, 768])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.intermediate.dense.bias                   torch.Size([3072])             3072                           0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.output.dense.weight                       torch.Size([768, 3072])        2359296                        0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.output.dense.bias                         torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.layernorm_before.weight                   torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.layernorm_before.bias                     torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.layernorm_after.weight                    torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.encoder.layer.11.layernorm_after.bias                      torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.layernorm.weight                                           torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.layernorm.bias                                             torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.vit.pooler.dense.weight                                        torch.Size([768, 768])         589824                         0                             
12/22/2022 09:16:10 AM encoder.vit.pooler.dense.bias                                          torch.Size([768])              768                            0                             
12/22/2022 09:16:10 AM encoder.embed.weight                                                   torch.Size([512, 768])         393216                         1                             
12/22/2022 09:16:10 AM encoder.embed.bias                                                     torch.Size([512])              512                            1                             
12/22/2022 09:16:10 AM encoder.bn.weight                                                      torch.Size([512])              512                            1                             
12/22/2022 09:16:10 AM encoder.bn.bias                                                        torch.Size([512])              512                            1                             
12/22/2022 09:16:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:10 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 09:16:10 AM decoder.word_embedding.weight                                          torch.Size([2959, 512])        1515008                        1                             
12/22/2022 09:16:10 AM decoder.lstm.weight_ih_l0                                              torch.Size([1536, 512])        786432                         1                             
12/22/2022 09:16:10 AM decoder.lstm.weight_hh_l0                                              torch.Size([1536, 512])        786432                         1                             
12/22/2022 09:16:10 AM decoder.lstm.bias_ih_l0                                                torch.Size([1536])             1536                           1                             
12/22/2022 09:16:10 AM decoder.lstm.bias_hh_l0                                                torch.Size([1536])             1536                           1                             
12/22/2022 09:16:10 AM decoder.linear.weight                                                  torch.Size([2959, 512])        1515008                        1                             
12/22/2022 09:16:10 AM decoder.linear.bias                                                    torch.Size([2959])             2959                           1                             
12/22/2022 09:16:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:10 AM Total Number of Paramters: 91392911
12/22/2022 09:16:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:10 AM Training Dataset Size: 6472
12/22/2022 09:16:10 AM Training Dataset Total Batch#: 51
12/22/2022 09:16:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:10 AM Dev Dataset Size: 809
12/22/2022 09:16:10 AM Dev Dataset Total Batch#: 9
12/22/2022 09:16:10 AM Test Dataset Size: 810
12/22/2022 09:16:10 AM Test Dataset Total Batch#: 9
12/22/2022 09:16:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:15 AM Trainer Kwargs:
12/22/2022 09:16:15 AM 
12/22/2022 09:16:15 AM device                         cuda
12/22/2022 09:16:15 AM max_epoch                      100
12/22/2022 09:16:15 AM output_dir                     outputs
12/22/2022 09:16:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:15 AM Optimizer: {'lr': 0.001, 'type': 'Adam', 'kwargs': {'weight_decay': 0, 'amsgrad': True}}
12/22/2022 09:16:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:15 AM Callbacks: EarlyStopping
12/22/2022 09:16:15 AM 
12/22/2022 09:16:15 AM save_final_model               True
12/22/2022 09:16:15 AM patience                       20
12/22/2022 09:16:15 AM threshold                      0.0001
12/22/2022 09:16:15 AM mode                           max
12/22/2022 09:16:15 AM ----------------------------------------------------------------------------------------------------
12/22/2022 09:16:35 AM Epoch 0 - iter 4/51 - 10% Avg loss 7.38513
12/22/2022 09:16:47 AM Epoch 0 - iter 9/51 - 10% Avg loss 5.44025
12/22/2022 09:16:58 AM Epoch 0 - iter 14/51 - 10% Avg loss 4.93232
12/22/2022 09:17:10 AM Epoch 0 - iter 19/51 - 10% Avg loss 4.65778
12/22/2022 09:17:22 AM Epoch 0 - iter 24/51 - 10% Avg loss 4.38236
12/22/2022 09:17:35 AM Epoch 0 - iter 29/51 - 10% Avg loss 4.07060
12/22/2022 09:17:47 AM Epoch 0 - iter 34/51 - 10% Avg loss 3.91664
12/22/2022 09:18:00 AM Epoch 0 - iter 39/51 - 10% Avg loss 3.68583
12/22/2022 09:18:12 AM Epoch 0 - iter 44/51 - 10% Avg loss 3.62547
12/22/2022 09:18:25 AM Epoch 0 - iter 49/51 - 10% Avg loss 3.58715
12/22/2022 09:18:27 AM Epoch #0: Epoch Average Loss 4.54928 - Epoch Training Time: 2.2 min(s)
